Date,S&P 500 Information Technology (Sector) (TR),S&P 500 Information Technology (Sector) (Net TR),S&P 500 Information Technology (Sector),,,,,,
9/30/09,359.61,77.03,335.65,,,,,,
10/1/09,349.29,74.81,326.02,,,,,,
10/2/09,348.12,74.56,324.92,,,,,,
10/5/09,351,75.18,327.61,,,,,,
10/6/09,357.67,76.61,333.84,,,,,,
10/7/09,359.34,76.97,335.4,,,,,,
10/8/09,360.76,77.27,336.72,,,,,,
10/9/09,364.83,78.14,340.49,,,,,,
10/12/09,365.85,78.36,341.43,,,,,,
10/13/09,365.87,78.36,341.46,,,,,,
10/14/09,371.21,79.51,346.44,,,,,,
10/15/09,371.14,79.49,346.37,,,,,,
10/16/09,367.45,78.7,342.93,,,,,,
10/19/09,371.07,79.48,346.31,,,,,,
10/20/09,371.09,79.48,346.32,,,,,,
10/21/09,370.3,79.31,345.59,,,,,,
10/22/09,372.45,79.77,347.59,,,,,,
10/23/09,371.29,79.52,346.51,,,,,,
10/26/09,370.09,79.27,345.39,,,,,,
10/27/09,366.66,78.53,342.19,,,,,,
10/28/09,360.07,77.12,336.02,,,,,,
10/29/09,367.17,78.64,342.62,,,,,,
10/30/09,358.33,76.74,334.37,,,,,,
11/2/09,359.81,77.06,335.75,,,,,,
11/3/09,358.77,76.84,334.77,,,,,,
11/4/09,361.33,77.38,337.01,,,,,,
11/5/09,369.21,79.06,344.36,,,,,,
11/6/09,369.76,79.17,344.73,,,,,,
11/9/09,377.86,80.91,352.27,,,,,,
11/10/09,377.82,80.9,352.22,,,,,,
11/11/09,380.06,81.38,354.31,,,,,,
11/12/09,378.42,81.02,352.76,,,,,,
11/13/09,381.8,81.75,355.9,,,,,,
11/16/09,385.69,82.58,359.52,,,,,,
11/17/09,387.66,82.99,361.16,,,,,,
11/18/09,385.67,82.56,359.31,,,,,,
11/19/09,379.51,81.24,353.56,,,,,,
11/20/09,377.06,80.72,351.28,,,,,,
11/23/09,383.12,82.01,356.88,,,,,,
11/24/09,381.33,81.63,355.21,,,,,,
11/25/09,382.02,81.78,355.84,,,,,,
11/27/09,375.86,80.46,350.11,,,,,,
11/30/09,376.93,80.69,351.1,,,,,,
12/1/09,381.99,81.77,355.82,,,,,,
12/2/09,381.57,81.68,355.41,,,,,,
12/3/09,380.96,81.55,354.84,,,,,,
12/4/09,384.25,82.25,357.91,,,,,,
12/7/09,382.39,81.85,356.18,,,,,,
12/8/09,379.47,81.23,353.46,,,,,,
12/9/09,382.95,81.97,356.66,,,,,,
12/10/09,384.64,82.33,358.24,,,,,,
12/11/09,383.41,82.07,357.1,,,,,,
12/14/09,386.79,82.79,360.2,,,,,,
12/15/09,384.72,82.35,358.28,,,,,,
12/16/09,386.11,82.65,359.57,,,,,,
12/17/09,381.53,81.67,355.3,,,,,,
12/18/09,387.5,82.94,360.85,,,,,,
12/21/09,391.64,83.83,364.71,,,,,,
12/22/09,393.89,84.31,366.8,,,,,,
12/23/09,396.2,84.8,368.95,,,,,,
12/24/09,400.18,85.66,372.66,,,,,,
12/28/09,401.06,85.84,373.48,,,,,,
12/29/09,400.67,85.76,373.11,,,,,,
12/30/09,402.5,86.15,374.81,,,,,,
12/31/09,398.1,85.21,370.71,,,,,,
1/4/10,404.27,86.53,376.46,,,,,,
1/5/10,404.13,86.5,376.33,,,,,,
1/6/10,400.6,85.74,373.03,,,,,,
1/7/10,399.05,85.41,371.6,,,,,,
1/8/10,402.21,86.09,374.53,,,,,,
1/11/10,400.48,85.72,372.93,,,,,,
1/12/10,395.89,84.74,368.66,,,,,,
1/13/10,399.65,85.54,372.15,,,,,,
1/14/10,402.45,86.14,374.72,,,,,,
1/15/10,397.35,85.05,369.97,,,,,,
1/19/10,403.59,86.38,375.79,,,,,,
1/20/10,397.72,85.13,370.32,,,,,,
1/21/10,393.74,84.27,366.61,,,,,,
1/22/10,378.42,80.99,352.35,,,,,,
1/25/10,381.06,81.56,354.81,,,,,,
1/26/10,381.07,81.56,354.81,,,,,,
1/27/10,383.41,82.06,357,,,,,,
1/28/10,372.19,79.66,346.5,,,,,,
1/29/10,364.54,78.02,339.38,,,,,,
2/1/10,369.93,79.18,344.4,,,,,,
2/2/10,372.85,79.8,347.12,,,,,,
2/3/10,374.12,80.06,348.13,,,,,,
2/4/10,363.35,77.76,338.11,,,,,,
2/5/10,367.33,78.61,341.82,,,,,,
2/8/10,365.56,78.22,340.02,,,,,,
2/9/10,369.31,79.02,343.51,,,,,,
2/10/10,368.2,78.78,342.45,,,,,,
2/11/10,372.39,79.68,346.34,,,,,,
2/12/10,372.61,79.72,346.55,,,,,,
2/16/10,378.7,81.01,352.01,,,,,,
2/17/10,380.14,81.32,353.34,,,,,,
2/18/10,383.28,81.99,356.26,,,,,,
2/19/10,382.82,81.9,355.83,,,,,,
2/22/10,381.76,81.67,354.84,,,,,,
2/23/10,376.54,80.55,349.98,,,,,,
2/24/10,380.58,81.41,353.66,,,,,,
2/25/10,379.66,81.21,352.81,,,,,,
2/26/10,379.91,81.27,353.04,,,,,,
3/1/10,385.49,82.46,358.23,,,,,,
3/2/10,384.65,82.28,357.45,,,,,,
3/3/10,384.89,82.33,357.66,,,,,,
3/4/10,386.79,82.74,359.42,,,,,,
3/5/10,392.21,83.9,364.46,,,,,,
3/8/10,393.51,84.17,365.66,,,,,,
3/9/10,395.04,84.5,367.08,,,,,,
3/10/10,398.1,85.15,369.89,,,,,,
3/11/10,399.73,85.5,371.41,,,,,,
3/12/10,399.91,85.54,371.58,,,,,,
3/15/10,398.89,85.32,370.59,,,,,,
3/16/10,401.72,85.93,373.22,,,,,,
3/17/10,403.25,86.25,374.63,,,,,,
3/18/10,404.13,86.44,375.45,,,,,,
3/19/10,400.92,85.75,372.46,,,,,,
3/22/10,403.84,86.38,375.18,,,,,,
3/23/10,407.63,87.19,378.7,,,,,,
3/24/10,405.33,86.7,376.56,,,,,,
3/25/10,406.67,86.98,377.81,,,,,,
3/26/10,406.17,86.88,377.34,,,,,,
3/29/10,406.24,86.89,377.39,,,,,,
3/30/10,408.23,87.32,379.24,,,,,,
3/31/10,405.7,86.77,376.89,,,,,,
4/1/10,406.08,86.86,377.24,,,,,,
4/5/10,410.57,87.82,381.42,,,,,,
4/6/10,410.75,87.85,381.58,,,,,,
4/7/10,409.87,87.67,380.77,,,,,,
4/8/10,410,87.69,380.88,,,,,,
4/9/10,413.4,88.42,384.04,,,,,,
4/12/10,414.71,88.7,385.22,,,,,,
4/13/10,416.1,89,386.51,,,,,,
4/14/10,423.04,90.48,392.95,,,,,,
4/15/10,425.25,90.95,395.01,,,,,,
4/16/10,419.33,89.69,389.51,,,,,,
4/19/10,420.25,89.88,390.36,,,,,,
4/20/10,422.03,90.26,392.02,,,,,,
4/21/10,423.71,90.62,393.58,,,,,,
4/22/10,424.65,90.83,394.46,,,,,,
4/23/10,426.62,91.25,396.28,,,,,,
4/26/10,425.9,91.09,395.61,,,,,,
4/27/10,417.48,89.29,387.79,,,,,,
4/28/10,418.36,89.48,388.58,,,,,,
4/29/10,422.42,90.35,392.34,,,,,,
4/30/10,412.94,88.32,383.53,,,,,,
5/3/10,418.6,89.53,388.79,,,,,,
5/4/10,406.27,86.89,377.34,,,,,,
5/5/10,404.08,86.41,375.14,,,,,,
5/6/10,390.94,83.59,362.78,,,,,,
5/7/10,381.82,81.64,354.31,,,,,,
5/10/10,400.72,85.68,371.85,,,,,,
5/11/10,398.89,85.29,370.15,,,,,,
5/12/10,407.86,87.21,378.46,,,,,,
5/13/10,402.26,86.01,373.25,,,,,,
5/14/10,394.1,84.26,365.68,,,,,,
5/17/10,395.05,84.46,366.54,,,,,,
5/18/10,388.85,83.13,360.6,,,,,,
5/19/10,386.23,82.57,358.17,,,,,,
5/20/10,372.5,79.63,345.44,,,,,,
5/21/10,376.24,80.43,348.91,,,,,,
5/24/10,374.13,79.98,346.93,,,,,,
5/25/10,373.52,79.85,346.37,,,,,,
5/26/10,369.68,79.02,342.71,,,,,,
5/27/10,382.75,81.81,354.83,,,,,,
5/28/10,379.48,81.12,351.8,,,,,,
6/1/10,375.94,80.36,348.52,,,,,,
6/2/10,384.15,82.11,356.12,,,,,,
6/3/10,388.53,83.05,360.17,,,,,,
6/4/10,376.23,80.42,348.78,,,,,,
6/7/10,369.19,78.92,342.25,,,,,,
6/8/10,369.37,78.95,342.41,,,,,,
6/9/10,366.15,78.26,339.4,,,,,,
6/10/10,375.47,80.26,348.04,,,,,,
6/11/10,379.63,81.15,351.89,,,,,,
6/14/10,378.65,80.93,350.94,,,,,,
6/15/10,389.51,83.25,361.01,,,,,,
6/16/10,390.48,83.46,361.89,,,,,,
6/17/10,392.32,83.85,363.6,,,,,,
6/18/10,392.59,83.91,363.85,,,,,,
6/21/10,389.42,83.23,360.91,,,,,,
6/22/10,385.86,82.47,357.61,,,,,,
6/23/10,384.14,82.1,356.01,,,,,,
6/24/10,377.16,80.61,349.55,,,,,,
6/25/10,375.08,80.17,347.62,,,,,,
6/28/10,376.09,80.38,348.54,,,,,,
6/29/10,361.64,77.29,335.15,,,,,,
6/30/10,356.01,76.09,329.93,,,,,,
7/1/10,354.83,75.84,328.83,,,,,,
7/2/10,354.01,75.66,328.07,,,,,,
7/6/10,356.84,76.27,330.7,,,,,,
7/7/10,369.89,79.06,342.79,,,,,,
7/8/10,371.69,79.44,344.46,,,,,,
7/9/10,373.77,79.89,346.39,,,,,,
7/12/10,376.44,80.46,348.82,,,,,,
7/13/10,381.59,81.56,353.6,,,,,,
7/14/10,384.79,82.24,356.56,,,,,,
7/15/10,385.19,82.32,356.93,,,,,,
7/16/10,373.9,79.91,346.47,,,,,,
7/19/10,377.81,80.75,350.09,,,,,,
7/20/10,380.8,81.39,352.86,,,,,,
7/21/10,375.45,80.24,347.91,,,,,,
7/22/10,385.62,82.42,357.33,,,,,,
7/23/10,387.82,82.89,359.37,,,,,,
7/26/10,390.13,83.38,361.51,,,,,,
7/27/10,390.66,83.5,362.01,,,,,,
7/28/10,386.99,82.71,358.57,,,,,,
7/29/10,383.37,81.93,355.2,,,,,,
7/30/10,381.61,81.56,353.57,,,,,,
8/2/10,389.41,83.22,360.79,,,,,,
8/3/10,387.93,82.91,359.43,,,,,,
8/4/10,390.48,83.44,361.62,,,,,,
8/5/10,388.83,83.09,360.1,,,,,,
8/6/10,387.79,82.86,358.97,,,,,,
8/9/10,389.59,83.24,360.62,,,,,,
8/10/10,384.92,82.24,356.3,,,,,,
8/11/10,374.91,80.1,347.02,,,,,,
8/12/10,368.55,78.74,341.11,,,,,,
8/13/10,366.08,78.21,338.84,,,,,,
8/16/10,367.58,78.54,340.22,,,,,,
8/17/10,371.94,79.45,344.06,,,,,,
8/18/10,373.63,79.81,345.62,,,,,,
8/19/10,368.87,78.8,341.21,,,,,,
8/20/10,368.68,78.76,341.04,,,,,,
8/23/10,365.13,78,337.74,,,,,,
8/24/10,359.19,76.73,332.25,,,,,,
8/25/10,360.99,77.11,333.83,,,,,,
8/26/10,356.98,76.25,330.11,,,,,,
8/27/10,361.19,77.15,334,,,,,,
8/30/10,356.87,76.23,330.01,,,,,,
8/31/10,354.83,75.79,328.12,,,,,,
9/1/10,364.3,77.81,336.88,,,,,,
9/2/10,367.58,78.51,339.91,,,,,,
9/3/10,373.83,79.85,345.69,,,,,,
9/7/10,370.65,79.17,342.73,,,,,,
9/8/10,372.12,79.48,344.06,,,,,,
9/9/10,372.71,79.61,344.61,,,,,,
9/10/10,372.88,79.64,344.77,,,,,,
9/13/10,380.59,81.29,351.86,,,,,,
9/14/10,382.63,81.72,353.75,,,,,,
9/15/10,384.87,82.2,355.81,,,,,,
9/16/10,387.52,82.77,358.26,,,,,,
9/17/10,389.32,83.15,359.92,,,,,,
9/20/10,394.79,84.32,364.98,,,,,,
9/21/10,394.23,84.2,364.46,,,,,,
9/22/10,392,83.72,362.4,,,,,,
9/23/10,391.98,83.72,362.38,,,,,,
9/24/10,400.36,85.51,370.13,,,,,,
9/27/10,399.56,85.34,369.39,,,,,,
9/28/10,399.99,85.43,369.77,,,,,,
9/29/10,400.13,85.46,369.9,,,,,,
9/30/10,397.93,84.99,367.86,,,,,,
10/1/10,397.46,84.89,367.43,,,,,,
10/4/10,393.17,83.97,363.42,,,,,,
10/5/10,402.1,85.88,371.68,,,,,,
10/6/10,399.66,85.35,369.42,,,,,,
10/7/10,400.68,85.57,370.36,,,,,,
10/8/10,403.54,86.18,373.01,,,,,,
10/11/10,403.81,86.24,373.26,,,,,,
10/12/10,406.73,86.86,375.95,,,,,,
10/13/10,410.47,87.66,379.42,,,,,,
10/14/10,410.99,87.77,379.89,,,,,,
10/15/10,419.32,89.55,387.59,,,,,,
10/18/10,421.33,89.98,389.45,,,,,,
10/19/10,414.05,88.43,382.72,,,,,,
10/20/10,417.29,89.12,385.72,,,,,,
10/21/10,417.88,89.24,386.26,,,,,,
10/22/10,420.17,89.74,388.38,,,,,,
10/25/10,421.3,89.98,389.42,,,,,,
10/26/10,421.88,90.1,389.96,,,,,,
10/27/10,423.64,90.48,391.59,,,,,,
10/28/10,423.98,90.55,391.85,,,,,,
10/29/10,423.68,90.48,391.58,,,,,,
11/1/10,425.14,90.79,392.93,,,,,,
11/2/10,429.06,91.63,396.54,,,,,,
11/3/10,431.19,92.07,398.35,,,,,,
11/4/10,437.97,93.52,404.61,,,,,,
11/5/10,438.09,93.55,404.73,,,,,,
11/8/10,438.47,93.62,404.91,,,,,,
11/9/10,437.15,93.33,403.68,,,,,,
11/10/10,438.16,93.55,404.6,,,,,,
11/11/10,430.41,91.89,397.45,,,,,,
11/12/10,424.41,90.61,391.91,,,,,,
11/15/10,422.6,90.23,390.22,,,,,,
11/16/10,414.98,88.58,382.94,,,,,,
11/17/10,414.8,88.54,382.76,,,,,,
11/18/10,422.34,90.15,389.71,,,,,,
11/19/10,423.34,90.37,390.63,,,,,,
11/22/10,425.91,90.91,392.93,,,,,,
11/23/10,419.75,89.59,387.24,,,,,,
11/24/10,427.04,91.15,393.96,,,,,,
11/26/10,425.14,90.74,392.21,,,,,,
11/29/10,422.61,90.2,389.88,,,,,,
11/30/10,416.73,88.95,384.45,,,,,,
12/1/10,426.08,90.94,393.07,,,,,,
12/2/10,431.45,92.09,398.02,,,,,,
12/3/10,432.64,92.34,399.12,,,,,,
12/6/10,432.95,92.41,399.4,,,,,,
12/7/10,432.91,92.4,399.37,,,,,,
12/8/10,436.74,93.22,402.87,,,,,,
12/9/10,436.73,93.21,402.85,,,,,,
12/10/10,438.93,93.68,404.87,,,,,,
12/13/10,437.56,93.39,403.57,,,,,,
12/14/10,437.9,93.46,403.88,,,,,,
12/15/10,435.49,92.95,401.66,,,,,,
12/16/10,436.54,93.17,402.61,,,,,,
12/17/10,437.07,93.28,403.1,,,,,,
12/20/10,437.35,93.34,403.37,,,,,,
12/21/10,440.14,93.94,405.93,,,,,,
12/22/10,439.98,93.9,405.78,,,,,,
12/23/10,439.24,93.74,405.1,,,,,,
12/27/10,440.06,93.92,405.85,,,,,,
12/28/10,439.98,93.9,405.78,,,,,,
12/29/10,440.44,94,406.19,,,,,,
12/30/10,439.57,93.81,405.39,,,,,,
12/31/10,438.66,93.62,404.55,,,,,,
1/3/11,443.88,94.73,409.36,,,,,,
1/4/11,444.49,94.86,409.92,,,,,,
1/5/11,447.48,95.5,412.68,,,,,,
1/6/11,451.46,96.35,416.35,,,,,,
1/7/11,450.35,96.11,415.32,,,,,,
1/10/11,450.96,96.25,415.89,,,,,,
1/11/11,451.77,96.42,416.64,,,,,,
1/12/11,455.85,97.29,420.4,,,,,,
1/13/11,455.27,97.17,419.87,,,,,,
1/14/11,459.53,98.07,423.76,,,,,,
1/18/11,460.86,98.36,424.98,,,,,,
1/19/11,457.8,97.7,422.16,,,,,,
1/20/11,454.73,97.05,419.33,,,,,,
1/21/11,451.64,96.39,416.48,,,,,,
1/24/11,458.66,97.89,422.95,,,,,,
1/25/11,460.4,98.26,424.56,,,,,,
1/26/11,462.28,98.66,426.29,,,,,,
1/27/11,464.8,99.19,428.58,,,,,,
1/28/11,454.23,96.94,418.82,,,,,,
1/31/11,457.2,97.57,421.56,,,,,,
2/1/11,465.32,99.3,429.05,,,,,,
2/2/11,466.56,99.57,430.19,,,,,,
2/3/11,466.91,99.63,430.32,,,,,,
2/4/11,470.43,100.38,433.57,,,,,,
2/7/11,473.13,100.96,436.05,,,,,,
2/8/11,475.15,101.38,437.75,,,,,,
2/9/11,474.02,101.13,436.69,,,,,,
2/10/11,471.58,100.61,434.45,,,,,,
2/11/11,473.16,100.95,435.9,,,,,,
2/14/11,473.89,101.11,436.57,,,,,,
2/15/11,472.03,100.69,434.62,,,,,,
2/16/11,475.65,101.46,437.94,,,,,,
2/17/11,476.42,101.63,438.64,,,,,,
2/18/11,476.15,101.57,438.39,,,,,,
2/22/11,463.84,98.94,427.06,,,,,,
2/23/11,457.7,97.63,421.35,,,,,,
2/24/11,459.28,97.97,422.79,,,,,,
2/25/11,465.37,99.27,428.4,,,,,,
2/28/11,466.08,99.42,429.03,,,,,,
3/1/11,458.21,97.74,421.78,,,,,,
3/2/11,460.45,98.21,423.83,,,,,,
3/3/11,468.18,99.86,430.94,,,,,,
3/4/11,465.01,99.19,428.02,,,,,,
3/7/11,458.49,97.8,422.02,,,,,,
3/8/11,461.34,98.4,424.65,,,,,,
3/9/11,458.66,97.83,422.14,,,,,,
3/10/11,449.31,95.84,413.54,,,,,,
3/11/11,452.21,96.45,416.2,,,,,,
3/14/11,450.48,96.08,414.57,,,,,,
3/15/11,443.47,94.59,408.12,,,,,,
3/16/11,431.47,92.03,397.07,,,,,,
3/17/11,435.66,92.92,400.92,,,,,,
3/18/11,436.18,93.03,401.4,,,,,,
3/21/11,444.47,94.8,409.02,,,,,,
3/22/11,443.34,94.56,407.99,,,,,,
3/23/11,445.95,95.11,410.39,,,,,,
3/24/11,453.15,96.65,417.02,,,,,,
3/25/11,453.83,96.8,417.64,,,,,,
3/28/11,451.35,96.27,415.36,,,,,,
3/29/11,454.32,96.89,418.01,,,,,,
3/30/11,455.06,97.05,418.69,,,,,,
3/31/11,453.9,96.8,417.63,,,,,,
4/1/11,453.52,96.72,417.27,,,,,,
4/4/11,451.17,96.22,415.12,,,,,,
4/5/11,450.84,96.15,414.81,,,,,,
4/6/11,454.1,96.85,417.81,,,,,,
4/7/11,454.37,96.9,418.06,,,,,,
4/8/11,451.64,96.32,415.54,,,,,,
4/11/11,450.97,96.18,414.88,,,,,,
4/12/11,446.95,95.32,411.19,,,,,,
4/13/11,450.04,95.98,414.03,,,,,,
4/14/11,448.63,95.68,412.73,,,,,,
4/15/11,446.78,95.28,411.03,,,,,,
4/18/11,443.64,94.61,408.14,,,,,,
4/19/11,445.29,94.97,409.66,,,,,,
4/20/11,455.81,97.21,419.34,,,,,,
4/21/11,460.15,98.13,423.32,,,,,,
4/25/11,461.15,98.35,424.25,,,,,,
4/26/11,464.7,99.1,427.51,,,,,,
4/27/11,466.9,99.57,429.54,,,,,,
4/28/11,466.79,99.55,429.39,,,,,,
4/29/11,467.27,99.65,429.83,,,,,,
5/2/11,465.37,99.24,428.08,,,,,,
5/3/11,464.6,99.08,427.37,,,,,,
5/4/11,463.51,98.83,426.18,,,,,,
5/5/11,461.23,98.35,424.08,,,,,,
5/6/11,462.76,98.66,425.32,,,,,,
5/9/11,463.72,98.87,426.2,,,,,,
5/10/11,467.68,99.71,429.83,,,,,,
5/11/11,463.91,98.91,426.37,,,,,,
5/12/11,466.81,99.52,429.02,,,,,,
5/13/11,461.12,98.31,423.79,,,,,,
5/16/11,454.13,96.82,417.36,,,,,,
5/17/11,453.63,96.7,416.66,,,,,,
5/18/11,457.05,97.42,419.77,,,,,,
5/19/11,457.67,97.56,420.34,,,,,,
5/20/11,454.4,96.86,417.33,,,,,,
5/23/11,447.52,95.39,411.01,,,,,,
5/24/11,445.69,95,409.33,,,,,,
5/25/11,447.83,95.45,411.21,,,,,,
5/26/11,450.3,95.98,413.46,,,,,,
5/27/11,452.6,96.47,415.55,,,,,,
5/31/11,459.66,97.97,422.04,,,,,,
6/1/11,449.64,95.83,412.83,,,,,,
6/2/11,450.17,95.95,413.33,,,,,,
6/3/11,443.84,94.6,407.51,,,,,,
6/6/11,440.79,93.95,404.71,,,,,,
6/7/11,439.17,93.6,403.22,,,,,,
6/8/11,435.59,92.84,399.9,,,,,,
6/9/11,435.93,92.91,400.22,,,,,,
6/10/11,429.45,91.53,394.25,,,,,,
6/13/11,429.43,91.52,394.19,,,,,,
6/14/11,435.07,92.72,399.36,,,,,,
6/15/11,427.06,91.01,392,,,,,,
6/16/11,425.69,90.72,390.74,,,,,,
6/17/11,424.53,90.48,389.68,,,,,,
6/20/11,425.97,90.78,391,,,,,,
6/21/11,434.26,92.55,398.61,,,,,,
6/22/11,430.68,91.79,395.33,,,,,,
6/23/11,434.39,92.58,398.73,,,,,,
6/24/11,426.45,90.89,391.44,,,,,,
6/27/11,432.42,92.16,396.92,,,,,,
6/28/11,438,93.35,402.03,,,,,,
6/29/11,441.31,94.05,405.06,,,,,,
6/30/11,447.68,95.41,410.91,,,,,,
7/1/11,455.42,97.06,418.01,,,,,,
7/5/11,456.19,97.22,418.66,,,,,,
7/6/11,458.43,97.7,420.71,,,,,,
7/7/11,464.9,99.07,426.64,,,,,,
7/8/11,462.71,98.61,424.64,,,,,,
7/11/11,454.45,96.84,417.01,,,,,,
7/12/11,450.24,95.95,413.15,,,,,,
7/13/11,451.42,96.2,414.24,,,,,,
7/14/11,447.15,95.29,410.31,,,,,,
7/15/11,454.08,96.77,416.68,,,,,,
7/18/11,452.62,96.45,415.33,,,,,,
7/19/11,464.82,99.05,426.53,,,,,,
7/20/11,462.83,98.63,424.7,,,,,,
7/21/11,465.28,99.15,426.95,,,,,,
7/22/11,470.7,100.31,431.93,,,,,,
7/25/11,470.02,100.16,431.3,,,,,,
7/26/11,471.98,100.58,433.1,,,,,,
7/27/11,458.08,97.62,420.34,,,,,,
7/28/11,458.69,97.74,420.85,,,,,,
7/29/11,454.87,96.93,417.35,,,,,,
8/1/11,454.14,96.78,416.69,,,,,,
8/2/11,443.91,94.59,407.29,,,,,,
8/3/11,449.62,95.8,412.33,,,,,,
8/4/11,429.53,91.52,393.9,,,,,,
8/5/11,427.04,90.98,391.61,,,,,,
8/8/11,402.55,85.75,368.97,,,,,,
8/9/11,420.86,89.66,385.76,,,,,,
8/10/11,403.82,86.03,370.13,,,,,,
8/11/11,421.88,89.87,386.67,,,,,,
8/12/11,424.34,90.39,388.92,,,,,,
8/15/11,431.75,91.97,395.71,,,,,,
8/16/11,427.56,91.06,391.64,,,,,,
8/17/11,423.97,90.3,388.33,,,,,,
8/18/11,401.58,85.53,367.82,,,,,,
8/19/11,390.55,83.18,357.71,,,,,,
8/22/11,393.22,83.75,360.17,,,,,,
8/23/11,408.69,87.04,374.34,,,,,,
8/24/11,411.88,87.72,377.17,,,,,,
8/25/11,405.48,86.35,371.3,,,,,,
8/26/11,414.82,88.34,379.85,,,,,,
8/29/11,426.37,90.8,390.4,,,,,,
8/30/11,427.46,91.03,391.39,,,,,,
8/31/11,427.65,91.07,391.57,,,,,,
9/1/11,423.02,90.09,387.33,,,,,,
9/2/11,412.65,87.88,377.83,,,,,,
9/6/11,410.67,87.46,376.01,,,,,,
9/7/11,421.96,89.86,386.31,,,,,,
9/8/11,420.3,89.5,384.79,,,,,,
9/9/11,410.63,87.45,375.94,,,,,,
9/12/11,415.84,88.55,380.66,,,,,,
9/13/11,420.94,89.64,385.31,,,,,,
9/14/11,427.8,91.1,391.59,,,,,,
9/15/11,435.37,92.71,398.52,,,,,,
9/16/11,439.67,93.63,402.46,,,,,,
9/19/11,439.45,93.58,402.26,,,,,,
9/20/11,437.9,93.25,400.84,,,,,,
9/21/11,432.27,92.05,395.68,,,,,,
9/22/11,418.49,89.11,383.06,,,,,,
9/23/11,422.85,90.04,387.05,,,,,,
9/26/11,428.27,91.2,392.02,,,,,,
9/27/11,433.04,92.21,396.38,,,,,,
9/28/11,426.97,90.92,390.81,,,,,,
9/29/11,425.27,90.56,389.25,,,,,,
9/30/11,413.19,87.98,378.19,,,,,,
10/3/11,403.87,86,369.66,,,,,,
10/4/11,412.55,87.84,377.55,,,,,,
10/5/11,422.31,89.92,386.46,,,,,,
10/6/11,429.44,91.44,392.99,,,,,,
10/7/11,427.22,90.96,390.91,,,,,,
10/10/11,441.85,94.08,404.3,,,,,,
10/11/11,444.64,94.67,406.86,,,,,,
10/12/11,447.11,95.19,409.03,,,,,,
10/13/11,451.55,96.14,413.1,,,,,,
10/14/11,461.15,98.18,421.88,,,,,,
10/17/11,452.98,96.44,414.4,,,,,,
10/18/11,457.58,97.42,418.61,,,,,,
10/19/11,447.49,95.27,409.38,,,,,,
10/20/11,445.28,94.8,407.36,,,,,,
10/21/11,451.22,96.07,412.79,,,,,,
10/24/11,459.97,97.93,420.8,,,,,,
10/25/11,452.1,96.26,413.6,,,,,,
10/26/11,453.98,96.66,415.32,,,,,,
10/27/11,468.22,99.69,428.31,,,,,,
10/28/11,469.57,99.97,429.52,,,,,,
10/31/11,460.85,98.11,421.55,,,,,,
11/1/11,447.76,95.33,409.57,,,,,,
11/2/11,452.81,96.4,414.19,,,,,,
11/3/11,464.03,98.78,424.25,,,,,,
11/4/11,461.47,98.23,421.91,,,,,,
11/7/11,464.49,98.87,424.66,,,,,,
11/8/11,470.04,100.04,429.56,,,,,,
11/9/11,452.96,96.41,413.94,,,,,,
11/10/11,453.37,96.49,414.31,,,,,,
11/11/11,462.96,98.53,423.07,,,,,,
11/14/11,460.04,97.91,420.38,,,,,,
11/15/11,466.34,99.23,425.85,,,,,,
11/16/11,459.48,97.77,419.56,,,,,,
11/17/11,449.28,95.6,410.22,,,,,,
11/18/11,446.27,94.96,407.47,,,,,,
11/21/11,437.74,93.14,399.6,,,,,,
11/22/11,437.1,93,399.01,,,,,,
11/23/11,426.6,90.77,389.43,,,,,,
11/25/11,423.79,90.17,386.87,,,,,,
11/28/11,438.76,93.36,400.53,,,,,,
11/29/11,435.79,92.72,397.8,,,,,,
11/30/11,453.2,96.42,413.67,,,,,,
12/1/11,455.84,96.99,416.08,,,,,,
12/2/11,455.16,96.84,415.47,,,,,,
12/5/11,460.7,98.02,420.52,,,,,,
12/6/11,460.54,97.99,420.37,,,,,,
12/7/11,461.04,98.09,420.79,,,,,,
12/8/11,454.12,96.62,414.48,,,,,,
12/9/11,461.33,98.15,421.06,,,,,,
12/12/11,454.66,96.73,414.93,,,,,,
12/13/11,450.52,95.85,411.13,,,,,,
12/14/11,442.74,94.19,404.03,,,,,,
12/15/11,441.28,93.88,402.68,,,,,,
12/16/11,442.32,94.1,403.63,,,,,,
12/19/11,437.49,93.07,399.23,,,,,,
12/20/11,450.89,95.93,411.46,,,,,,
12/21/11,442.11,94.06,403.44,,,,,,
12/22/11,446.5,94.99,407.44,,,,,,
12/23/11,451.23,96,411.76,,,,,,
12/27/11,451.82,96.12,412.3,,,,,,
12/28/11,447.12,95.12,407.99,,,,,,
12/29/11,451.25,96,411.77,,,,,,
12/30/11,449.24,95.57,409.93,,,,,,
1/3/12,456.87,97.19,416.83,,,,,,
1/4/12,458.06,97.44,417.91,,,,,,
1/5/12,460.4,97.94,420.04,,,,,,
1/6/12,460.9,98.05,420.5,,,,,,
1/9/12,459.77,97.81,419.42,,,,,,
1/10/12,461.88,98.25,421.34,,,,,,
1/11/12,462.82,98.45,422.2,,,,,,
1/12/12,464.63,98.84,423.86,,,,,,
1/13/12,461.33,98.14,420.84,,,,,,
1/17/12,464.4,98.79,423.64,,,,,,
1/18/12,471.97,100.4,430.55,,,,,,
1/19/12,475.15,101.08,433.45,,,,,,
